Comment,feeling,TimeStamp,UID,Url,
连叫什么名字还记得,0.8169608279835517,3421.54300,b2db6c31,https://comment.bilibili.com/423016905.xml,
童心未泯的老爷爷说到热爱的麦穗眼睛里有星星在闪烁,0.9282734662664078,585.83900,227ccd57,https://comment.bilibili.com/423016905.xml,
一个星期一封信,0.14028465712233473,2981.60100,2cac3199,https://comment.bilibili.com/423016905.xml,
卿卿说的游离缘是什么？我的知识盲区哈哈哈,0.9998108243161878,3487.76100,7fb379db,https://comment.bilibili.com/423016905.xml,
读信得时候，往事都浮上心头了吧,0.9998678150298913,2851.06000,1677342,https://comment.bilibili.com/423016905.xml,
这怎么忍得住！！,0.08809219473457619,4111.59800,38f6dded,https://comment.bilibili.com/423016905.xml,
这个戏让他学到了很多,0.9316657408499996,2105.50100,819ccfbf,https://comment.bilibili.com/423016905.xml,
知青啊，看了好多遍。,0.9737541177206003,1778.44800,c3701fb0,https://comment.bilibili.com/423016905.xml,
听教授讲话如沐暖阳,0.8907756379184663,484.35000,1677342,https://comment.bilibili.com/423016905.xml,
从眼神里看到了热爱,0.9373448878769789,482.91100,e6cf5db5,https://comment.bilibili.com/423016905.xml,
羡慕了神仙爱情，麦爸菜妈就是我的理想状态啊,0.9996426927040328,954.17800,9c5fdbcc,https://comment.bilibili.com/423016905.xml,
这里王凯瘦得肋骨都突出来了,0.4726478687815291,1840.39100,bf15a9fb,https://comment.bilibili.com/423016905.xml,
我的天，这双圈内知名美手啊,0.2192068710766356,1814.33100,bf15a9fb,https://comment.bilibili.com/423016905.xml,
程老师，您好！,0.8931730230437264,3114.70500,e272cd02,https://comment.bilibili.com/423016905.xml,
突如其来的狗粮,0.5215393323544122,1149.87900,2b89235f,https://comment.bilibili.com/423016905.xml,
制作人总导演董卿老师最棒,0.9991394212586728,17.23400,f3181599,https://comment.bilibili.com/423016905.xml,
夫妻俩名字读起来都很有韵味，而且琅琅上口,0.9996199981115987,345.39900,9d282fa3,https://comment.bilibili.com/423016905.xml,
这段在特别节目里面也有,0.6286268073797919,2557.39700,ac40d7d,https://comment.bilibili.com/423016905.xml,
真像《都是天使惹的祸》里面的护士长啊！哈哈,0.9366116911560134,3146.27900,618d2a95,https://comment.bilibili.com/423016905.xml,
一个好心态对一个医生太重要啦,0.9130541058148862,3066.27900,618d2a95,https://comment.bilibili.com/423016905.xml,
哈哈哈哈 茹老师好实诚,0.9835970632608482,938.37600,9420fdc7,https://comment.bilibili.com/423016905.xml,
太可爱了张主任,0.8837530772571207,2982.83900,618d2a95,https://comment.bilibili.com/423016905.xml,
教授表情好可爱,0.9602622581506651,452.85300,46bc296a,https://comment.bilibili.com/423016905.xml,
kkw真的是一个好演员，他值得！！！,0.9507773923205546,4.87900,e1593f5d,https://comment.bilibili.com/423016905.xml,
两个夫妻斗嘴太可爱了,0.6402464755724853,1049.49000,ac28426f,https://comment.bilibili.com/423016905.xml,
眉飞色舞的好可爱啊哈哈哈哈哈,0.9749058174832126,568.23200,ac28426f,https://comment.bilibili.com/423016905.xml,
好浪漫的主题，舞台也好美，看朗读者真的是一种享受。,0.9993975976917445,73.64600,f021326d,https://comment.bilibili.com/423016905.xml,
越级可还行哈哈哈哈,0.9320568232827574,583.59000,ac40d7d,https://comment.bilibili.com/423016905.xml,
茹老师语气好好玩哈哈哈哈,0.9930509534792206,559.90400,ac40d7d,https://comment.bilibili.com/423016905.xml,
眼神和声音都在说茹老师热爱他的事业,0.9979495330943448,376.68000,ac40d7d,https://comment.bilibili.com/423016905.xml,
感谢郎朗先生～,0.9749732162631064,279.86900,ac40d7d,https://comment.bilibili.com/423016905.xml,
董卿，我会爱你很久！,0.9279157579249857,237.84500,ac40d7d,https://comment.bilibili.com/423016905.xml,
hhh，这对夫妻太可爱了叭,0.8003085995986412,974.32500,fdccff74,https://comment.bilibili.com/423016905.xml,
这个舞台效果绝了！,0.7849599816756919,197.09100,253681d1,https://comment.bilibili.com/423016905.xml,
麦爸在河南卫视清明奇妙游的少年节目出镜了,0.9738557380666808,297.79400,f5581756,https://comment.bilibili.com/423016905.xml,
哈哈哈哈，这个叔叔好可爱,0.9974325975696582,381.12800,f7c0385b,https://comment.bilibili.com/423016905.xml,
原来是张新建导演最早挖掘的王凯,0.7828502111116783,1763.45100,fa3e764a,https://comment.bilibili.com/423016905.xml,
哈哈哈哈，神仙眷侣,0.9601292471748419,907.08900,a81245c9,https://comment.bilibili.com/423016905.xml,
谢谢这位东北老乡保住这一双美手啊！,0.6581030704440668,1797.05900,68d86bed,https://comment.bilibili.com/423016905.xml,
每一个可以上朗读者的人都值得敬佩,0.9457862561538739,2531.57300,dcfe3056,https://comment.bilibili.com/423016905.xml,
真的眼睛都在发光，真的太热爱了,0.836846513776619,376.21100,2b1f12d4,https://comment.bilibili.com/423016905.xml,
哈哈哈哈卿卿都懵了,0.9827008577565182,935.08400,3ba6f1ee,https://comment.bilibili.com/423016905.xml,
为啥16年放的是17年的视频（狗头JPG,0.01990535840709229,2022.72200,341413d2,https://comment.bilibili.com/423016905.xml,
普通人的故事也很感动,0.998525821230564,4473.41600,bcea897b,https://comment.bilibili.com/423016905.xml,
这个朗读场景好感动,0.9293360998732281,4349.73800,bcea897b,https://comment.bilibili.com/423016905.xml,
突然被喂了狗粮,0.28753749068678425,1146.84400,6d8c13f2,https://comment.bilibili.com/423016905.xml,
突如其来的狗粮,0.5215393323544122,1140.14200,bcea897b,https://comment.bilibili.com/423016905.xml,
好可爱，表达方式好亲切,0.9937469664318024,552.55300,dcfe3056,https://comment.bilibili.com/423016905.xml,
附议！别剪头发了:D,0.37702907723518,89.71900,25ef3bf4,https://comment.bilibili.com/423016905.xml,
奶奶老自豪了哈哈哈哈,0.9868899936380873,1049.10400,bcea897b,https://comment.bilibili.com/423016905.xml,
他的眼里充满了光,0.8894820239302855,476.46600,dcfe3056,https://comment.bilibili.com/423016905.xml,
这一期的札记绝了,0.6483930326074188,36.04500,9ef07485,https://comment.bilibili.com/423016905.xml,
这集有去现场看两位老师特别可爱,0.9377618298376968,351.55700,bcea897b,https://comment.bilibili.com/423016905.xml,
我爱朗读者和董卿！！！,0.26929949575198164,43.43300,a303d5a5,https://comment.bilibili.com/423016905.xml,
好浪漫的主题，舞台也好美，看朗读者真的是一种享受。,0.9993975976917445,67.19000,c142a181,https://comment.bilibili.com/423016905.xml,
老教授既心疼又可爱,0.9277339096503356,439.63100,89f09d75,https://comment.bilibili.com/423016905.xml,
长发卿卿真的太温柔啦,0.9080836033089991,72.61600,2b1f12d4,https://comment.bilibili.com/423016905.xml,
好羡慕这种能够找到自己真正热爱的事业的人,0.9998410721757498,141.29900,3ba6f1ee,https://comment.bilibili.com/423016905.xml,
相声太好笑了哈哈哈哈,0.909955815113084,975.90400,c1722710,https://comment.bilibili.com/423016905.xml,
这波狗粮确实没想到,0.7234540622076051,1146.08400,6dd25cf1,https://comment.bilibili.com/423016905.xml,
“这不是工作，这是信仰。”,0.985455703339589,1560.03900,ad506c4c,https://comment.bilibili.com/423016905.xml,
会！爱到地老天荒！,0.8997639712547209,9.31900,1c767847,https://comment.bilibili.com/423016905.xml,
表白制作人总导演主持人董卿老师,0.9597867633764189,13.86300,870abb8c,https://comment.bilibili.com/423016905.xml,
【那大可不必了】,0.6270127798071383,152.88700,6dd25cf1,https://comment.bilibili.com/423016905.xml,
做一件很会的事情，让更多的人得到快乐，不就是我们存在的价值吗,0.9897064527620073,144.51100,6dd25cf1,https://comment.bilibili.com/423016905.xml,
现场做法朗读者接下来一周一播​,0.39057052622554056,0.51900,8bb6ad4e,https://comment.bilibili.com/423016905.xml,
小朗儿YYDS,0.7900579586468844,0.00000,8bb6ad4e,https://comment.bilibili.com/423016905.xml,
这两口太可爱了,0.5221095649527528,994.17500,409eadee,https://comment.bilibili.com/423016905.xml,
我会爱我的家人很久没有,0.9591946524724074,211.00400,b28ee0d7,https://comment.bilibili.com/423016905.xml,
爱了他8年结果他官宣女友了,0.7570203598581551,201.76600,8e782e4c,https://comment.bilibili.com/423016905.xml,
不为无益之事，何以遣有涯之身,0.7056924855541016,4383.94800,87214199,https://comment.bilibili.com/423016905.xml,
朗读者 郎朗 青花郎,0.9942174197164165,35.46800,502b5ff3,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康,0.9976255649652247,4244.88200,2252442e,https://comment.bilibili.com/423016905.xml,
两个人共同进步,0.49547834473577845,1116.86400,e1aa4859,https://comment.bilibili.com/423016905.xml,
胡歌胡歌王凯王凯,0.04363259858742208,2028.45000,89e9c455,https://comment.bilibili.com/423016905.xml,
我会永远爱我爱的和爱我的人,0.9825266816955789,226.48400,f1c1afa7,https://comment.bilibili.com/423016905.xml,
真的很感动的节目,0.9129144752770064,2656.61900,1a51d6b9,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健健康康,0.9969515714491958,4263.81600,94bb36fb,https://comment.bilibili.com/423016905.xml,
这首歌是什么？,0.8079384247621123,4596.94600,612ffac4,https://comment.bilibili.com/423016905.xml,
和马天宇有点像,0.23082833962758653,2339.58800,d59c804f,https://comment.bilibili.com/423016905.xml,
好帅呀我的妈呀,0.4737672181921917,2311.87400,33354c52,https://comment.bilibili.com/423016905.xml,
这是什么BGM?,0.5,4475.63400,84b3523d,https://comment.bilibili.com/423016905.xml,
爱你就像爱生命谢安婷！！,0.9086388771894743,16.80700,a15b2b5d,https://comment.bilibili.com/423016905.xml,
爸爸妈妈妹妹，我永远爱你们,0.9986978799340896,137.97800,c7c962b1,https://comment.bilibili.com/423016905.xml,
我好爱卿卿啊啊啊这一幕太美了,0.9956937321480925,2637.08800,1089d68,https://comment.bilibili.com/423016905.xml,
呜呜他眼睛红了,0.6040500600065585,2848.56400,9b05ec71,https://comment.bilibili.com/423016905.xml,
祝崔老身体健康,0.9975142060084566,4331.04800,8519788,https://comment.bilibili.com/423016905.xml,
这个教授好可爱,0.9470732460020608,549.05100,a9027c1a,https://comment.bilibili.com/423016905.xml,
爷爷身体健康啊要,0.9868425055784535,4315.59500,923d769a,https://comment.bilibili.com/423016905.xml,
我会喜欢你很久,0.8294728520407181,261.32900,3c755baa,https://comment.bilibili.com/423016905.xml,
太可爱了 这个教授,0.8311055985642622,622.90900,d7134c57,https://comment.bilibili.com/423016905.xml,
学习董卿姐姐的a所有，举手投足，表情管理,0.9893826084218321,2322.43600,2b71f95e,https://comment.bilibili.com/423016905.xml,
在一平方米里面放过，但有点区别,0.1774831845326037,2661.65200,49de378a,https://comment.bilibili.com/423016905.xml,
朗读者值得永久观看,0.9978740413053842,4688.46100,cb8640e9,https://comment.bilibili.com/423016905.xml,
不为有益之事，何以谴有涯之生。,0.46576830458972207,4440.90100,cb8640e9,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康，长命百岁,0.9973633104250922,4271.71900,180ac2c1,https://comment.bilibili.com/423016905.xml,
王凯是精装版曹格吗,0.8020859269935734,1637.13800,6ce6072,https://comment.bilibili.com/423016905.xml,
也没有勇气爱很久，好像很未知,0.9344531270921019,160.42700,8acf3b5b,https://comment.bilibili.com/423016905.xml,
等会注意 背面镜头，感觉不是一件衣服,0.1322186810574978,214.09700,49de378a,https://comment.bilibili.com/423016905.xml,
札记就像拍电影一样，甚至比拍电影还有质感,0.9756049429268808,186.19300,49de378a,https://comment.bilibili.com/423016905.xml,
他把诗写在了小麦上,0.8952070271560764,627.85600,aef25c73,https://comment.bilibili.com/423016905.xml,
这个背景音乐是入殓师里面的，好像叫回忆,0.9249338459300582,2834.42800,16f65966,https://comment.bilibili.com/423016905.xml,
王凯声音好好听，做播音主持都行,0.20869691707548232,1704.53400,af7c5038,https://comment.bilibili.com/423016905.xml,
声音真的好好听啊,0.3726473208618919,2401.67100,6208c97c,https://comment.bilibili.com/423016905.xml,
他的声音好可爱,0.780420714765078,396.40200,b3b49076,https://comment.bilibili.com/423016905.xml,
谢谢青花郎的冠名赞助,0.8890705412484965,1548.88500,62e904d0,https://comment.bilibili.com/423016905.xml,
奋斗青年颜值高,0.974952451406124,1522.73000,62e904d0,https://comment.bilibili.com/423016905.xml,
感谢时间的价值让我们看到了您的价值,0.8248723498991912,4381.43500,8e336378,https://comment.bilibili.com/423016905.xml,
致敬最可爱的人,0.9742207866147355,4211.83600,8e336378,https://comment.bilibili.com/423016905.xml,
不哭不哭我 绷不住了,0.44482993054471354,4086.53600,8e336378,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康,0.9976255649652247,4251.78000,8264b362,https://comment.bilibili.com/423016905.xml,
孟向宇永远爱吴女士（妈妈）孟先生（爸爸）孟少爷（哥哥）！！！,0.9999984357223151,234.58900,ff330e15,https://comment.bilibili.com/423016905.xml,
因为这就是爱啊,0.7483050847457626,2748.58000,fca57090,https://comment.bilibili.com/423016905.xml,
哈哈哈哈哈哈好有趣啊夫妻俩,0.9991890813580369,983.89000,93e8f7fb,https://comment.bilibili.com/423016905.xml,
我爱以后的男朋友很久很久哈哈哈哈,0.9903275849531777,68.72700,93e8f7fb,https://comment.bilibili.com/423016905.xml,
讲的声情并茂，让人声临其境，容易共情,0.7149503241073898,534.04000,cd1a6adc,https://comment.bilibili.com/423016905.xml,
生科人看了感动落泪,0.9869364135693064,1353.37000,68c818f1,https://comment.bilibili.com/423016905.xml,
会爱why很久很久，尽管我们已经分手了,0.963164923092276,128.63600,fed5932b,https://comment.bilibili.com/423016905.xml,
哈哈哈太可爱了,0.9222808496752462,987.22400,8c2c0c7f,https://comment.bilibili.com/423016905.xml,
不为无益之事，何以遣有涯之生。,0.7569121607790805,4391.17300,eb80d4f8,https://comment.bilibili.com/423016905.xml,
怎么会有人长得这么完美，上帝怎么雕刻的王凯？,0.9750169896277471,2468.78300,6bcccb91,https://comment.bilibili.com/423016905.xml,
哈哈哈，神仙眷侣,0.9601292471748419,1027.45300,e4171f6e,https://comment.bilibili.com/423016905.xml,
哈哈哈，神仙眷侣,0.9601292471748419,1020.02800,e4171f6e,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康,0.9976255649652247,4260.40300,dbf19968,https://comment.bilibili.com/423016905.xml,
看爷爷那坚定的眼神,0.9755747060503203,1194.96700,866c307a,https://comment.bilibili.com/423016905.xml,
哇塞，太可爱了吧,0.5780429713790667,1146.76700,866c307a,https://comment.bilibili.com/423016905.xml,
我会一只爱我自己,0.8492446982011922,99.77200,95239a3f,https://comment.bilibili.com/423016905.xml,
婚姻是爱情的坟墓,0.9496014185685705,2616.80900,84821573,https://comment.bilibili.com/423016905.xml,
最悲伤的是我不知道我到底热爱的东西是什么。,0.9914498638379142,866.35100,f092f063,https://comment.bilibili.com/423016905.xml,
第三季第二期第三位嘉宾 323……,0.765289695387055,2895.85500,e61c2375,https://comment.bilibili.com/423016905.xml,
这个片尾曲是啥,0.454388852940129,4664.44900,ae28f0bf,https://comment.bilibili.com/423016905.xml,
我会爱爸爸妈妈和吴佳阳很久,0.9997499895158682,74.91800,c06e4f92,https://comment.bilibili.com/423016905.xml,
崔老身体健康长命百岁,0.9847310492639356,4115.72900,c73bd4b6,https://comment.bilibili.com/423016905.xml,
好希望广西也有啊,0.8564829206112016,4490.11400,6ef74b2,https://comment.bilibili.com/423016905.xml,
不为无益之事，何以遣有涯之生,0.7569121607790805,4395.56500,6ef74b2,https://comment.bilibili.com/423016905.xml,
虽然但是好像在讲鬼故事,0.8471716394375403,453.54300,38331765,https://comment.bilibili.com/423016905.xml,
还有故事感的声音,0.7398327741078502,705.70300,d8edc65e,https://comment.bilibili.com/423016905.xml,
大江大河在我们学校取的景,0.9862587496982503,1879.12200,b689cb4e,https://comment.bilibili.com/423016905.xml,
无国界医生，好牛,0.8708601910236863,2770.03400,3544b985,https://comment.bilibili.com/423016905.xml,
这是真的吗？恍惚了……,0.9479351742446959,2818.64200,32bbd168,https://comment.bilibili.com/423016905.xml,
傅雷可不是好人呐,0.910071347406475,2317.47300,2003aae,https://comment.bilibili.com/423016905.xml,
气氛最欢快的一次,0.8433667200084901,1080.94700,8f51d423,https://comment.bilibili.com/423016905.xml,
不为无益之事，何以遣有涯之生。,0.7569121607790805,4389.54000,121a9213,https://comment.bilibili.com/423016905.xml,
什么是游离缘？,0.9557662906845337,3489.89500,3ab6b774,https://comment.bilibili.com/423016905.xml,
啊啊啊啊两人声音都好棒！,0.9606808910430809,1617.80600,67ffdbd3,https://comment.bilibili.com/423016905.xml,
赤子之心 至死不渝,0.8182313426953005,635.61800,67ffdbd3,https://comment.bilibili.com/423016905.xml,
祝愿崔爷爷身体健康,0.9986857742195488,4232.05900,49f1557c,https://comment.bilibili.com/423016905.xml,
突然想起袁老了，呜呜呜～,0.9705686263910782,435.11100,1bcb76b2,https://comment.bilibili.com/423016905.xml,
这位老师真的好热爱他的工作!,0.9897623772297889,373.05900,3fe074f0,https://comment.bilibili.com/423016905.xml,
遗憾都源于不长久，太对了,0.8191322882990631,63.41900,3fe074f0,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康长命百岁,0.9973633104250922,3907.29500,2f041b00,https://comment.bilibili.com/423016905.xml,
了不起的崔老 心怀大爱,0.9856686127808136,3754.04000,2f041b00,https://comment.bilibili.com/423016905.xml,
爷爷真的很伟大 又很谦虚,0.9920130235662873,3629.98900,2f041b00,https://comment.bilibili.com/423016905.xml,
比起王凯，崔老如此谦逊,0.8468422987806218,3279.81600,2f041b00,https://comment.bilibili.com/423016905.xml,
崔爷爷才是值得我们追的明星,0.9893730673141903,4131.78100,2f041b00,https://comment.bilibili.com/423016905.xml,
泪目 爷爷一定要长命百岁,0.9323582140289648,4103.53500,2f041b00,https://comment.bilibili.com/423016905.xml,
崔老一出场我泪目了,0.6032964508412881,3263.67800,2f041b00,https://comment.bilibili.com/423016905.xml,
太美好的爱情了,0.8947857736963577,2753.04800,ed8a4bf3,https://comment.bilibili.com/423016905.xml,
这一瞬间泪崩了,0.9873115443374759,4118.12800,d6abc3e6,https://comment.bilibili.com/423016905.xml,
记得那么清楚！！！！！54！！！,0.7666210886419963,3448.03200,d6abc3e6,https://comment.bilibili.com/423016905.xml,
我会爱爸爸妈妈很久很久,0.9992849827212602,46.03900,31e346d0,https://comment.bilibili.com/423016905.xml,
啊啊啊啊啊太羡慕了……,0.9968011569486874,2790.97200,d6abc3e6,https://comment.bilibili.com/423016905.xml,
声情并茂的老教授，眼里都是热爱啊啊啊啊啊,0.9979389652230156,688.18700,d6abc3e6,https://comment.bilibili.com/423016905.xml,
我会爱林晓雯很久很久,0.9991131249068921,238.36800,865992e5,https://comment.bilibili.com/423016905.xml,
哇那这个尊的事热爱到极致,0.675734865808744,820.88100,262bed33,https://comment.bilibili.com/423016905.xml,
不为无益之事，何以遣有涯之身,0.7056924855541016,4397.03200,de21fbfd,https://comment.bilibili.com/423016905.xml,
崔老比福尔摩斯伟大,0.9897446164461082,4182.66500,5257fe2b,https://comment.bilibili.com/423016905.xml,
这种程度的细节 小说都写不出来,0.8515209714279726,3727.83700,5257fe2b,https://comment.bilibili.com/423016905.xml,
我去 我妈学校老师,0.9920120531846239,303.17500,5257fe2b,https://comment.bilibili.com/423016905.xml,
吉宝，我永远是你最精确的坐标,0.9905844869568067,5.45600,d4cbc9a9,https://comment.bilibili.com/423016905.xml,
哈哈哈哈哈哈像是配音配上去的,0.9434827689064483,584.39300,4869a64b,https://comment.bilibili.com/423016905.xml,
愿爷爷身体健康,0.985406692061091,4288.55100,14e7f60c,https://comment.bilibili.com/423016905.xml,
会爱文学很久，会爱祖国永远,0.9893805337632634,50.41200,4ee70b53,https://comment.bilibili.com/423016905.xml,
不为无益之事，何以遣有涯之生,0.7569121607790805,4360.18600,b5c16c2b,https://comment.bilibili.com/423016905.xml,
这舞台特别像一个剧院,0.8842443216640281,202.27900,6587673e,https://comment.bilibili.com/423016905.xml,
不为无益之事，何以遣有涯之生,0.7569121607790805,4391.15400,b6f7fd0b,https://comment.bilibili.com/423016905.xml,
愿爷爷长命百岁！,0.8212069158761726,4367.47400,b6f7fd0b,https://comment.bilibili.com/423016905.xml,
致敬！祝崔老身体健康！,0.9996047342345636,4205.43400,b6f7fd0b,https://comment.bilibili.com/423016905.xml,
感谢崔老向你们致敬,0.985658280898237,4195.55000,8728d2e0,https://comment.bilibili.com/423016905.xml,
2022年4月26,0.17062732899053035,3958.52500,34ae232c,https://comment.bilibili.com/423016905.xml,
科学家级别的粮,0.6792673365333091,1208.11400,2707fb90,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康,0.9976255649652247,4264.32800,bd6c8fa1,https://comment.bilibili.com/423016905.xml,
现场Battle,0.1989480838050388,1072.52800,65fb4568,https://comment.bilibili.com/423016905.xml,
厉害呀，太专业了,0.2645688170289352,3671.63000,5942d704,https://comment.bilibili.com/423016905.xml,
崔老，精神十足！,0.9848698346255075,3301.42300,719b5ad9,https://comment.bilibili.com/423016905.xml,
我真的爱惨了靖王，真的很惊艳，每次刷琅琊榜就是为了看他,0.9984070737075845,2143.06800,5b48ff29,https://comment.bilibili.com/423016905.xml,
不知道为什么就是泪流满面,0.4869852342788308,1533.53500,7a255615,https://comment.bilibili.com/423016905.xml,
运气还没有青睐你，情商太高了,0.9536164106073075,1686.46800,22b0d685,https://comment.bilibili.com/423016905.xml,
咏梅老师这一期在不在？,0.7562027573060419,12.62600,f1e88b42,https://comment.bilibili.com/423016905.xml,
不为有益之事，何以谴有涯之生,0.46576830458972207,4438.91900,c32e80fd,https://comment.bilibili.com/423016905.xml,
现实版福尔摩斯,0.9781398131009499,3516.45100,c32e80fd,https://comment.bilibili.com/423016905.xml,
这是什么神仙爱情，真的好羡慕啊,0.9997528674412431,1116.98700,aec12d22,https://comment.bilibili.com/423016905.xml,
老师说话好可爱啊,0.9634925316218801,373.43600,aec12d22,https://comment.bilibili.com/423016905.xml,
有杭州的朋友能告诉下店名吗,0.3638766639788015,4468.51100,f39f81bc,https://comment.bilibili.com/423016905.xml,
言语中慢慢的骄傲自豪,0.9994280112386784,400.87700,dd1e4daa,https://comment.bilibili.com/423016905.xml,
爱爸爸妈妈很久很久,0.9981628372295269,75.55600,39c33018,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康！,0.9976255649652247,4249.42500,4009e7dc,https://comment.bilibili.com/423016905.xml,
有梦想的人 永远年少，致敬热爱，致敬梦想,0.999960245147977,778.10900,10ff5e5f,https://comment.bilibili.com/423016905.xml,
我也好希望这一生可以做自己热爱的事情,0.9852350338338243,724.00700,10ff5e5f,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康,0.9976255649652247,4258.60900,a832a64f,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康,0.9976255649652247,4264.67800,daf750bb,https://comment.bilibili.com/423016905.xml,
热爱可抵岁月漫长,0.9962849479562957,2080.56900,b32131fe,https://comment.bilibili.com/423016905.xml,
不为无益之事何以遣有涯之生,0.7569121607790805,4389.73500,d755e2a7,https://comment.bilibili.com/423016905.xml,
太厉害了五年时间！,0.260700953092615,3764.20600,62900511,https://comment.bilibili.com/423016905.xml,
后悔没有告白了，还是很想你,0.14585080902728753,88.88700,7d8028ca,https://comment.bilibili.com/423016905.xml,
哇一点都看不出来,0.39428943242721226,3288.03400,d6d520d1,https://comment.bilibili.com/423016905.xml,
哇 赖声川老师！,0.969105836743415,66.13000,d6d520d1,https://comment.bilibili.com/423016905.xml,
我永远忠于自己,0.3307393912400183,126.56700,32878518,https://comment.bilibili.com/423016905.xml,
梦想一旦萌芽，就会在心里疯长，尽管我们可能会因为现实压抑它，但是它总会在那里生长，直到你决定，让它开花结果,0.9970517327048929,1940.95600,e6cd4e3b,https://comment.bilibili.com/423016905.xml,
祝福崔老身体健康！,0.9991393132749707,4197.60500,12621e07,https://comment.bilibili.com/423016905.xml,
谁家在最早的时候都是农村的,0.409113801566804,1894.35300,cb955faa,https://comment.bilibili.com/423016905.xml,
热爱可抵漫漫长夜,0.9958345064006485,2071.59100,1df8460d,https://comment.bilibili.com/423016905.xml,
凯凯是个豁达的人,0.9313012656985209,2053.92700,1df8460d,https://comment.bilibili.com/423016905.xml,
期待凯凯未来更多的作品,0.9816516590604246,1843.30400,1df8460d,https://comment.bilibili.com/423016905.xml,
凯凯也是个耿直正直的人,0.8560675188993381,1679.65600,1df8460d,https://comment.bilibili.com/423016905.xml,
眼里有光的样子 好美好,0.9908139480098536,370.77000,5dc2f502,https://comment.bilibili.com/423016905.xml,
你演得超棒的好吗！！！全琅琊榜最喜欢的就是萧景琰了！,0.888523031710299,2163.94500,250e4627,https://comment.bilibili.com/423016905.xml,
对不起一直在哭…,0.3899986706194597,4376.75200,561f4b2b,https://comment.bilibili.com/423016905.xml,
气泡音爱了爱了,0.6933026546504583,2356.31200,318e85d6,https://comment.bilibili.com/423016905.xml,
不为有益之事，何以遣有涯之生,0.723416220603123,4381.75200,db6e0dcb,https://comment.bilibili.com/423016905.xml,
很期待爷爷的朗读,0.908332540411659,1318.95700,940bb90d,https://comment.bilibili.com/423016905.xml,
我会永远忠于我自己,0.35585149353194057,116.28700,ad6b7054,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康,0.9976255649652247,4236.18700,30d36ed7,https://comment.bilibili.com/423016905.xml,
www，好伟大,0.6317853705682674,3798.68000,30d36ed7,https://comment.bilibili.com/423016905.xml,
不为无益之事，何以遣有涯之生,0.7569121607790805,4384.61400,d828bf27,https://comment.bilibili.com/423016905.xml,
崔老一定要永远好好的,0.9269197901519342,4257.71100,ea6a6fa6,https://comment.bilibili.com/423016905.xml,
当时气场不行啊……,0.5874145497927058,2119.01300,b714ff8e,https://comment.bilibili.com/423016905.xml,
名字都押韵！！！,0.5973898537411511,1372.91900,b714ff8e,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康！,0.9976255649652247,4229.96900,cb48d66c,https://comment.bilibili.com/423016905.xml,
卿本佳人，吾为卿狂,0.9852078903455408,2581.14600,9a051569,https://comment.bilibili.com/423016905.xml,
声音真的好好听啊啊,0.6160245754050232,1613.10300,8d7c766e,https://comment.bilibili.com/423016905.xml,
自己也是很漂亮的,0.9432936534470331,2868.45400,6cb76dcf,https://comment.bilibili.com/423016905.xml,
会爱爸爸妈妈很久很久~,0.9983562353216341,83.01900,1c659391,https://comment.bilibili.com/423016905.xml,
明明到自己的part但都是对方介绍,0.11974454633303921,920.16700,aba6c9ba,https://comment.bilibili.com/423016905.xml,
新乡报到！谢谢您,0.15714469157666022,1037.60900,6fc2f006,https://comment.bilibili.com/423016905.xml,
好可爱的教授！,0.9470732460020608,488.14100,2b25f5b5,https://comment.bilibili.com/423016905.xml,
我一定要成为和董卿姐姐一样优秀的人,0.9524856571685774,212.86500,bd82b5d4,https://comment.bilibili.com/423016905.xml,
520限定！！！,0.06564719475899772,3.11900,8dc02a21,https://comment.bilibili.com/423016905.xml,
不为无益之事，何以遣有涯之生,0.7569121607790805,4353.30100,7eebe5cf,https://comment.bilibili.com/423016905.xml,
虽然但是，忍不住笑,0.7630933719643398,452.36000,6fc4312e,https://comment.bilibili.com/423016905.xml,
祝爷爷身体健康！,0.9976255649652247,4298.42100,5dc6e226,https://comment.bilibili.com/423016905.xml,
我会爱我的爸爸妈妈直到我死去。,0.999242896448641,203.72900,c490aac1,https://comment.bilibili.com/423016905.xml,
爱爸爸妈妈姐姐很久很久,0.9993374009709541,204.39100,fbc93b60,https://comment.bilibili.com/423016905.xml,
wsq和你相遇也是我的幸福,0.9725904397284009,2884.80300,dded0d5e,https://comment.bilibili.com/423016905.xml,
南京也有这个朗读亭,0.32102798058328164,4480.22600,61434d26,https://comment.bilibili.com/423016905.xml,
后面的是白菜好像,0.18642323862558197,1492.55400,896afa87,https://comment.bilibili.com/423016905.xml,
靖王的信念感很强，王凯也是,0.9954667381005265,2203.87900,d0103cde,https://comment.bilibili.com/423016905.xml,
